名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
时代印记(广州),黄埔,知识城,4室2厅,东南,64.5,2500,38
越秀万力·星悦峯,黄埔,夏园,4室2厅,南,32.5,3500,107
瑞东花园,黄埔,文冲,3居室,南卧,10.5,1428,136
万科城市花园,黄埔,文冲,4居室,西北卧,15.5,1428,92
保利罗兰国际,黄埔,科学城,4居室,西卧,10.5,1186,112
新福港鼎峰,黄埔,科学城,3室2厅,南/北,67.5,7500,111
合景天峻,黄埔,知识城,1室1厅,南/北,21.0,800,38
宏康花园宏康和园,黄埔,开发东区,3室2厅,北,46.5,2800,60
萝岗和苑,黄埔,科学城,5居室,西卧,49.5,1354,27
江北西苑,黄埔,文冲,4居室,东卧,33.0,1323,40
御东雅苑,越秀,盘福,3室1厅,西北,76.0,8000,105
百灵路,越秀,盘福,1室1厅,南,10.5,2200,209
房东直租,,,1室1厅,,64.0,1880,29
五羊小区,越秀,五羊新城,1室0厅,东/西,16.5,3100,187
云嘉倚翠公寓,,,1室1厅,,12.5,5000,400
云嘉倚翠公寓,,,1室1厅,,12.5,5500,440
云嘉倚翠公寓,,,1室1厅,,15.0,5500,366
凯城华庭,越秀,黄花岗,1室1厅,东,18.5,3200,172
富力东堤湾,越秀,杨箕,4室2厅,,65.0,12800,196
凤寓,,,1室1厅,小北店,10.0,2820,282
miniG公寓,,,,,10.0,2700,270
广东国际大厦,越秀,淘金,3室2厅,东南,79.0,13000,164
简·寓,,,,,10.0,2950,295
百合白领公寓,,,,,11.5,2600,226
东山雅筑,越秀,东风东,4室2厅,南,87.0,15000,172
财厅大院,越秀,公园前,3室2厅,西,51.0,9200,180
德雅轩,越秀,农讲所,2室1厅,东,17.5,4300,245
广州轻派领寓,,,,,12.0,1600,133
嘉景园,白云,新市,1室1厅,南,17.5,1000,57
景泰新村,白云,景泰,3室1厅,东,36.0,3500,97
元邦明月翡翠,白云,新市,3室1厅,西南,36.5,4500,123
新世界嘉云府,白云,嘉禾望岗,1室0厅,南,31.0,1000,32
广州轻派领寓,,,,,9.0,1350,150
汇侨新城南区,白云,新市,3室2厅,南,40.0,3000,75
云山熹景,白云,梅花园,5室2厅,南,128.0,9000,70
元邦航空家园,白云,马务,3室2厅,南/北,83.0,4100,49
稼南雅筑,,,,,9.0,600,66
盛世国际物业,,,1室1厅,,27.5,3099,112
拖鞋鞋社区,,,1室1厅,,20.0,1880,94
家景園,白云,机场路,1室1厅,东南,20.0,1800,90
万科蓝山,白云,南湖,5室2厅,南/北,130.0,6800,52
侨爱苑,白云,机场路,3室2厅,西南,40.0,3800,95
交电新村,白云,三元里,2室1厅,南,20.5,1600,78
广信白兰花园,白云,景泰,4室2厅,东南,50.0,4200,84
时代印记(广州),黄埔,知识城,4室2厅,东南,62.5,2600,41
瑞东花园,黄埔,文冲,3居室,南卧,7.0,1428,204
石化生活区,黄埔,文冲,3居室,南卧,54.0,1501,27
时代印记(广州),黄埔,知识城,3室2厅,南,51.5,2800,54
荔富湖畔,增城,朱村,3室2厅,,48.5,1800,37
保利中航城二期,增城,朱村,3室2厅,南,46.0,1650,35
汇东国际花园,增城,白江,3室2厅,东南,89.5,2500,27
金地荔湖城公园上城,增城,永宁,3室2厅,南,54.0,1700,31
科慧花园,增城,朱村,3室2厅,南,52.5,2000,38
中海联智汇城,增城,新塘北,1室1厅,东南,17.0,1300,76
挂绿物业小区,增城,荔城中区,2室2厅,北,38.0,1300,34
东凌广场,增城,凤凰城,1室1厅,南,26.0,1700,65
东凌广场,增城,凤凰城,3室2厅,北,50.0,2500,50
锦城花园(增城区),增城,荔城中区,3室2厅,,82.5,3000,36
尚东阳光,增城,沙村,3室2厅,南/北,77.0,2600,33
万科金色里程,增城,石滩镇,3室1厅,南,44.0,1300,29
翡翠绿洲森林半岛,增城,凤凰城,3室2厅,北,80.5,2500,31
广州敏捷绿湖首府三期,增城,石滩镇,3室2厅,南/北,54.0,1500,27
合生湖山国际,增城,凤凰城,3室2厅,南,60.0,2300,38
光明村,增城,荔城西区,2室2厅,东南,45.0,1900,42
远洋招商保利东湾,增城,朱村,3室2厅,南,49.0,1800,36
实地蔷薇国际,增城,荔城西区,3室2厅,南,48.0,1700,35
荔富湖畔,增城,朱村,2室1厅,东南,38.0,2000,52
锦尚名苑,花都,新区,4室2厅,南/北,70.5,2500,35
广州融创文旅城B3区,花都,花城街,4室2厅,南/北,67.5,4900,72
勤天一品树院,花都,狮岭镇,3室2厅,南,83.5,2800,33
雅居乐雍华廷二期,花都,新区,3室2厅,南,63.0,3250,51
盛丰花园,花都,旧区,4室2厅,,75.0,1500,20
保利城,花都,铁路西,4室2厅,南/北,75.0,3200,42
永愉花园,花都,新区,3室2厅,南,55.0,3200,58
艺景明苑,花都,铁路西,2室2厅,南,84.0,1500,17
锦尚蓬莱苑,花都,新区,3室2厅,东南,46.5,3600,77
逸泉韵翠花园,花都,北兴镇,3室2厅,东南,48.0,2000,41
建设路(花都区),花都,旧区,4室2厅,南/北,70.0,1000,14
商业大道,花都,旧区,3室2厅,南,50.0,1800,36
雄炜大厦,花都,狮岭镇,3室2厅,南,65.0,1800,27
峰境园,花都,北兴镇,3室2厅,北,47.0,2200,46
时代云港,花都,镜湖大道,3室2厅,南,31.5,2500,79
天马丽苑二期,花都,铁路西,3室2厅,南,49.5,2000,40
岭南公馆,花都,新区,1室1厅,北,18.0,1700,94
万博翠湖花园,番禺,汉溪长隆,5室2厅,南,200.0,22000,110
乐尔菲公寓,,,3室2厅,,70.0,4300,61
雅居乐君域公馆,番禺,市桥,2室2厅,南,77.0,4300,55
广州星河湾星苑,番禺,星河湾,4室2厅,南,97.0,10500,108
恰寓轻社区,,,,,14.5,1830,126
悦昌公寓,,,1室1厅,,14.0,1480,105
珠殿苑,番禺,市桥,2室1厅,南/北,35.0,2200,62
梦舟青年社区,,,2室1厅,,20.0,2230,111
敏捷领航公馆,番禺,大石,1室1厅,南/北,31.5,5000,158
米家美寓,,,,,10.0,1080,108
西城路(番禺区),番禺,市桥,3室1厅,南,78.5,1800,22
米家美寓,,,,,12.5,1080,86
臻尚苑,番禺,广州南站,3室2厅,北,48.0,4000,83
珊瑚湾畔,番禺,厦滘,4室2厅,南/北,96.0,4800,50
庄士映蝶蓝湾,番禺,石楼,4室2厅,南/北,69.5,2500,35
广州碧桂园雅苑,番禺,南浦,3室1厅,东南,51.0,4200,82
喜盈雅境,番禺,桥南,4室2厅,南,87.0,5000,57
合景誉山国际,增城,永宁,3室2厅,南,55.0,2300,41
大华东郡府,增城,朱村,3室2厅,南,39.0,2000,51
恒福花园,增城,中新镇,3室2厅,南,62.5,2600,41
奥园誉峯,增城,永宁,4室2厅,南/北,56.5,2200,38
合景誉山国际,增城,永宁,3室2厅,北,44.0,2300,52
时代名著(增城),增城,朱村,3室2厅,南,53.0,1800,33
时代名著(增城),增城,朱村,3室2厅,南,38.5,1300,33
中森茗苑,增城,新塘北,3室2厅,南,43.0,2600,60
品秀星图,增城,新塘北,4室2厅,东南,66.5,1800,27
碧桂园凤凰城凤妍苑,增城,凤凰城,3室2厅,西北,59.5,2500,42
金地荔湖城水立坊,增城,永宁,1室1厅,南,26.5,1100,41
银星花园,花都,新区,3室2厅,南,54.5,3800,69
时代云港,花都,镜湖大道,4室2厅,南,31.5,2000,63
金河湾花园一期,花都,旧区,3室2厅,南,50.0,2600,52
融创璟府,花都,花城街,4室2厅,南,56.5,2500,44
豪逸名苑,花都,铁路西,1室1厅,北,48.5,1200,24
时代云港,花都,镜湖大道,3室2厅,南,32.0,2300,71
祈福辉煌台,花都,铁路西,4室2厅,南,71.5,3200,44
云峰花园3期,花都,镜湖大道,1室1厅,西南,22.5,1800,80
祈福生活无限,花都,新区,2室2厅,南,21.0,2100,100
碧桂园星港国际,花都,新区,1室1厅,南,33.5,2000,59
富力金港城东区,花都,花东镇,3室2厅,南,80.0,1800,22
芙蓉春晓,花都,狮岭镇,2室2厅,南,44.0,3000,68
合和新城,花都,镜湖大道,3室2厅,南,46.5,2800,60
招商城市主场,番禺,万博,4室2厅,西,70.0,6800,97
悦昌公寓,,,1室1厅,,22.5,1650,73
广州雅居乐花园时光九篇,番禺,雅居乐,4室2厅,东南,76.0,6500,85
华南碧桂园翠山蓝天苑,番禺,华南碧桂园,7室2厅,南,167.0,18000,107
塞纳河五星公寓,,,1室1厅,,16.5,1748,105
米家美寓,,,,,11.0,699,63
康乐园,番禺,市桥,3室2厅,南,42.5,3300,77
东湖洲花园A区,番禺,番禺客运站,4室2厅,南,109.5,6500,59
广州星河湾逸心园,番禺,星河湾,3室2厅,南/北,61.5,6800,110
康乐园,番禺,市桥,3室1厅,东南,32.5,2100,64
番禺海伦堡花样年华三期,番禺,桥南,4室2厅,南,52.5,3300,62
大北路,番禺,市桥,2室1厅,南,62.5,1000,16
万博翠湖花园,番禺,汉溪长隆,7室2厅,南,675.0,51000,75
房东直租,,,,,44.0,2100,47
房东直租,,,,,12.5,2180,174
市政宿舍,荔湾,滘口,2室2厅,东北,36.5,2000,54
房东直租,,,,,10.0,1880,188
珠岛花园,荔湾,大坦沙,2室1厅,南,21.5,2400,111
葛洲坝广州紫郡府,荔湾,广钢新城,3室2厅,东南,54.0,6500,120
房东直租,,,,,12.5,1880,150
万科海上传奇,荔湾,芳村,1室1厅,东南,52.0,3200,61
房东直租,,,,,10.0,1400,140
潮人部落,,,,,19.0,2880,151
华发中央公园,荔湾,广钢新城,2室1厅,西南,73.0,4100,56
方圆明月山溪,从化,温泉镇,1室1厅,东北,29.0,1000,34
珠江国际城,从化,神岗镇,3室2厅,西南,52.5,1300,24
珠光山水诚品,从化,江浦街,3室2厅,北,48.0,1700,35
富力泉天下,从化,温泉镇,1室0厅,东南,24.0,1000,41
凤仪西路,从化,新城片区,3室2厅,南,45.0,1500,33
珠光流溪御景,从化,赤草,3室2厅,南,52.5,1800,34
时代印象,从化,太平镇,3室2厅,东北,44.0,2500,56
紫泉翠荔嘉园,从化,太平镇,4室2厅,南,69.0,2100,30
上城湾畔东区,从化,江浦街,3室2厅,北,57.0,2600,45
保利时代,从化,江浦街,3室1厅,南/北,34.5,1500,43
人盛巴厘天地,从化,神岗镇,2室2厅,西南,36.5,1500,41
时代印象,从化,太平镇,3室2厅,东南,39.0,1900,48
时代印象,从化,太平镇,3室2厅,东南,45.0,2200,48
东方夏湾拿,从化,太平镇,4室2厅,南,129.0,2800,21
珠江国际城,从化,神岗镇,4室2厅,南,118.5,2300,19
天立大厦,天河,龙口东,3室2厅,,60.0,5200,86
财润国际大厦,天河,粤垦,1室1厅,,80.0,12000,150
天荣小区,天河,天河南,2室1厅,西,37.0,5000,135
广和路,天河,天河南,1室1厅,南,25.0,3000,120
华仔国际公寓,,,1室1厅,,20.0,2630,131
华仔国际公寓,,,1室1厅,,20.0,2430,121
隽峰苑,天河,珠江新城中,4室2厅,南,113.5,15000,132
恒康阁,天河,林和,1室0厅,南,12.5,2000,160
远洋天骄广场,天河,天河客运站,1室1厅,南,33.5,2900,86
跑马地花园三期,天河,珠江新城东,3室2厅,东,30.5,7300,239
信达金茂府,天河,沙太南,1室0厅,东,23.0,4500,195
华润天合,天河,黄村,1室1厅,南,21.5,3000,139
誉峰,天河,珠江新城东,3室2厅,,102.0,36000,352
中海观园国际,天河,珠江新城东,3室2厅,东,69.0,16000,231
华仔国际公寓,,,2室1厅,,30.0,4090,136
省农科院西区,天河,五山,3室1厅,南,39.0,4200,107
寓见里,,,1室1厅,,18.5,3280,177
新世界东逸花园,天河,天河公园,2室1厅,东北,41.0,5400,131
佳润临江上品,天河,员村,1室1厅,南,21.5,5500,255
南沙大都汇,南沙,金洲,2室1厅,南,34.0,2100,61
香江国际金融中心,南沙,金洲,1室1厅,南,20.0,1000,50
方圆星宇月岛,南沙,进港大道,4室2厅,南,57.0,2400,42
越秀滨海新城,南沙,进港大道,3室2厅,南/北,43.0,2500,58
南沙境界,南沙,黄阁,3室2厅,,65.0,2200,33
领南星河荣誉,南沙,南沙港,3室2厅,东南,48.5,2800,57
南沙境界,南沙,黄阁,4室2厅,南,70.0,3500,50
领南星河荣誉,南沙,南沙港,3室2厅,东南,49.0,3300,67
保利半岛南地块,南沙,黄阁,3室2厅,东北,49.5,2600,52
中交汇通中心,南沙,明珠湾,1室1厅,东南,24.0,1700,70
星河·东悦湾,南沙,黄阁,4室2厅,南,69.0,6000,86
中国铁建环球中心,南沙,南沙区府,2室1厅,南,57.0,3300,57
南沙湾御苑,南沙,南沙港,4室2厅,南/北,69.0,2800,40
海力花园,南沙,进港大道,3室2厅,南,67.0,2200,32
南沙万达广场,南沙,金洲,1室1厅,南/北,26.0,1750,67
星河山海湾,南沙,南沙港,3室2厅,南/北,57.5,3200,55
越秀滨海御城二区,南沙,金洲,4室2厅,南,52.5,3500,66
优山美墅,南沙,南沙港,4室2厅,南,65.0,2000,30
中交汇通中心,南沙,明珠湾,1室1厅,东南,25.5,1500,58
恰寓轻社区,,,1室1厅,,30.0,3140,104
恰寓轻社区,,,1室1厅,,12.5,2150,172
经典居,海珠,滨江东,2室1厅,南/北,30.0,4800,160
赤岗一街大院赤岗一街,海珠,赤岗,1室1厅,北,17.5,2000,114
康隆苑,海珠,宝岗,3室1厅,南,67.5,4500,66
江南大道中,海珠,江南大道中,1室1厅,南/北,15.0,1200,80
天誉半岛花园,海珠,洪德,6室2厅,,186.5,45000,241
梦享社区青年公寓,,,,,15.0,2700,180
小港路,海珠,滨江中,1室1厅,东,15.0,1600,106
珠江帝景苑合生紫龙府,海珠,滨江东,4室2厅,南,91.0,25800,283
珠江帝景苑,海珠,滨江东,5室2厅,南,98.5,19800,201
乐乎青年社区,,,,,17.5,1300,74
丽海雅居,海珠,滨江中,2室1厅,北,32.5,4600,141
海珠湖青年社区,,,,,12.5,1800,144
乐乎青年社区,,,1室1厅,,12.5,1800,144
蓝色康园,海珠,滨江东,2室1厅,,36.0,5000,138
财智大厦,海珠,新港西,3室1厅,东南,73.0,10500,143
工业大道北,海珠,工业大道北,3室1厅,南,49.5,5800,117
房东直租,,,1室1厅,,18.0,2480,137
融寓,,,2室0厅,,17.5,2765,158
蓝色康园,海珠,滨江东,3室2厅,东北,56.0,9000,160
新城国际,海珠,金碧,3室2厅,东南,40.0,5500,137
晓港湾,海珠,东晓南,2室1厅,东南,29.0,4000,137
星汇湾花园,海珠,工业大道中,1室0厅,东,6.0,800,133
C家公寓,,,1室1厅,,17.5,2100,120
保利天悦,海珠,万胜围,3室2厅,南,66.5,14000,210
聚德花苑,海珠,赤岗,3室1厅,东南,43.5,3300,75
万松园,海珠,前进路,1室1厅,东南,66.5,2200,33
江南新苑,海珠,新港西,3室1厅,东北,45.5,6500,142
房东直租,,,1室1厅,,17.5,1980,113
富力广场T区,荔湾,中山八,3室2厅,南,45.5,5800,127
保利和光晨樾,荔湾,广钢新城,3室2厅,北,52.0,6200,119
雅居乐天际715,荔湾,芳村,3室2厅,南/北,54.0,4500,83
中海花湾壹号C区,荔湾,广钢新城,2室2厅,西北,53.5,3800,71
文昌花园,荔湾,西关,1室0厅,东南,11.5,2000,173
文昌花园,荔湾,西关,1室0厅,东南,11.5,2000,173
花蕾路招村,荔湾,花地湾,1室1厅,东,12.5,1300,104
南岸路,荔湾,南岸路,2室1厅,,22.5,2300,102
本地房东,,,,,9.0,1650,183
旭日大厦,荔湾,龙津,3室1厅,东南,37.5,4500,120
如家,,,,,11.5,5000,434
碧桂园朝花,荔湾,鹤洞,1室1厅,东,56.5,2200,38
银建小区,荔湾,周门,1室1厅,东,19.0,2000,105
如意阁,荔湾,芳村,2室1厅,东南,24.0,2000,83
一心租房,,,,,10.0,1480,148
潮人部落,,,,,18.5,2780,150
潮人部落,,,,,18.5,2900,156
城启荔港南湾,荔湾,南岸路,3室1厅,东南,44.5,5000,112
万怡物业公寓,,,,,10.0,1750,175
珠光流溪御景,从化,赤草,3室2厅,北,48.5,1500,30
紫泉翠荔嘉园,从化,太平镇,3室2厅,东南,59.0,1600,27
城南路,从化,新城片区,3室1厅,北,46.5,1700,36
大城云山,从化,太平镇,5室2厅,东南,100.0,7000,70
紫泉翠荔嘉园,从化,太平镇,3室2厅,西南,45.0,1700,37
旺利花苑,从化,旺城片区,3室2厅,北,42.0,1900,45
时代印象,从化,太平镇,3室1厅,东南,58.0,2300,39
时代印象,从化,太平镇,3室2厅,南/北,49.5,2200,44
云星钱隆天誉,从化,太平镇,3室2厅,,65.5,2500,38
时代印象,从化,太平镇,3室2厅,南,49.5,2600,52
上城湾畔东区,从化,江浦街,3室2厅,北,42.0,2100,50
碧桂园御湖城二期,从化,江浦街,3室2厅,南,45.0,1500,33
星汇峰,从化,太平镇,3室2厅,南,54.0,2000,37
碧桂园荔山雅筑,从化,赤草,3室2厅,东北,53.5,1750,32
新光百德广场,从化,太平镇,1室0厅,东北,28.0,1300,46
红树林公寓,,,1室1厅,,12.5,1650,132
祥龙花园,天河,林和,3室2厅,东北,62.5,6500,104
沙和路沙东大街,天河,沙河,2室1厅,南/北,28.0,3000,107
红树林公寓,,,,,12.5,1050,84
漫哈顿公寓,,,4室1厅,,124.0,36888,297
福金莲花园,天河,员村,3室2厅,东南,48.5,5300,109
水荫四横路,天河,水荫,3室1厅,东南,47.5,3200,67
枫丹雅筑,天河,龙口西,3室1厅,北,46.5,7000,150
盛世国际物业,,,,,15.0,2450,163
盛世国际物业,,,1室1厅,,17.5,3030,173
盛世国际物业,,,1室1厅,,15.0,2280,152
南沙碧桂园,南沙,金洲,3室1厅,东北,54.5,2200,40
金科博翠明珠,南沙,明珠湾,3室2厅,北,42.5,3200,75
星河山海湾,南沙,南沙港,3室2厅,南/北,56.0,4000,71
领南星河荣誉,南沙,南沙港,5室2厅,南/北,64.0,3200,50
金科博翠明珠,南沙,明珠湾,4室2厅,南,53.5,3600,67
方圆星宇月岛,南沙,进港大道,4室2厅,南,57.5,2800,48
南沙建滔广场,南沙,南沙区府,3室3厅,东南,114.0,12540,110
南沙金茂湾,南沙,明珠湾,1室0厅,东南,6.0,200,33
越秀天珹,南沙,金洲,4室2厅,南,64.0,3900,60
华润置地·瑞府,南沙,明珠湾,3室2厅,南,51.0,3299,64
灵山岛金茂湾二期,南沙,明珠湾,5室2厅,东南,126.0,11900,94
智萃公寓,,,1室1厅,,23.0,2047,89
房东直租,,,1室1厅,,64.0,1880,29
三育路,越秀,东山口,3室1厅,东,31.0,4200,135
云嘉倚翠公寓,,,1室1厅,,12.5,5000,400
德政北路,越秀,农讲所,1室0厅,南,15.0,3300,220
德政北路,越秀,农讲所,1室0厅,南,15.0,2200,146
福今路,越秀,东山口,2室1厅,东北,40.0,3600,90
麓湖御景,越秀,淘金,2室2厅,东南,38.0,5200,136
云嘉倚翠公寓,,,1室1厅,,12.5,5500,440
德政北路,越秀,农讲所,1室0厅,南,15.0,2700,180
云嘉倚翠公寓,,,1室1厅,,15.0,5500,366
德政北路,越秀,农讲所,1室0厅,南,15.0,2900,193
寺贝楼,越秀,东山口,1室1厅,东南,25.0,4800,192
东园新村,越秀,东山口,1室1厅,东南,17.5,2300,131
云嘉倚翠公寓,,,1室1厅,,15.0,5000,333
君铂国际,越秀,环市东,0室0厅,南,15.0,1050,70
东呈酒店集团,,,,,15.0,9134,608
白云商业中心,白云,机场路,3室1厅,东/南,45.0,3800,84
倚山翠庭,白云,同和,1室1厅,南,25.0,2500,100
白天鹅花园,白云,沙太北,1室1厅,南,27.0,3200,118
东呈酒店集团,,,,,14.0,9090,649
富和花园,白云,同和,2室1厅,北,32.5,3300,101
东呈酒店集团,,,,,12.5,3600,288
体育花园,白云,白云大道南,3室2厅,南,64.5,7300,113
渥公寓,,,1室1厅,,19.0,1600,84
工贸楼,白云,机场路,2室1厅,,25.0,2300,92
泽德花苑,白云,同德围,2室1厅,东,35.0,1800,51
白水塘怡美新村白水塘西横二路,白云,同和,2室1厅,东南,30.0,2700,90
中意花苑,白云,机场路,1室0厅,南,6.5,700,107
红林物业,,,1室1厅,,22.5,3000,133
电视台宿舍,白云,机场路,2室1厅,东南,35.0,2500,71
红林物业,,,1室1厅,,22.5,2580,114
华仔国际公寓,,,1室1厅,,25.0,2780,111
时代天境（黄埔）,黄埔,香雪,4室2厅,,54.0,5000,92
锦林山庄,黄埔,科学城,1室0厅,南,20.0,2200,110
锦林山庄,黄埔,科学城,1室0厅,南,20.0,2200,110
绿地杉禾田晶舍,黄埔,香雪,4室2厅,东南,62.5,4200,67
万科尚城御府,黄埔,南岗,2居室,南卧,8.0,1100,137
雅居乐富春山居,黄埔,科学城,5室2厅,南/北,101.0,6000,59
华仔国际公寓,,,1室1厅,,25.0,2780,111
北欧公寓,,,,,29.0,1900,65
中海誉城北苑,黄埔,香雪,2室2厅,东北,43.5,3500,80
万科城市之光,黄埔,文冲,3室2厅,南,48.5,5500,113
中冶·逸璟台,黄埔,科学城,4室2厅,,66.5,6500,97
锐丰中心,黄埔,香雪,2室2厅,南,32.0,4200,131
碧桂园星悦台,黄埔,黄埔永和,1室1厅,南,26.0,1300,50
北欧公寓,,,,,29.0,1900,65
广州绿地中央广场,黄埔,科学城,1室1厅,北,26.5,3200,120
佳兆业城市广场,黄埔,南岗,2居室,南卧,13.0,1400,107
刘村新村,黄埔,香雪,3室2厅,北,48.5,2600,53
淘金东路,越秀,淘金,1室1厅,南,15.0,1700,113
红林物业,,,,,17.5,2680,153
德政北路,越秀,农讲所,3室1厅,东,60.0,11000,183
红林物业,,,1室1厅,,17.5,2581,147
百合白领公寓,,,,,11.5,2600,226
百合白领公寓,,,,,10.0,2688,268
红林物业,,,1室1厅,小北店,20.0,4000,200
水荫路,越秀,水荫,3室1厅,南,38.0,4000,105
海印集团中心,越秀,东湖,3室1厅,西北,56.5,7500,132
大德路,越秀,解放南,2室1厅,西南,25.0,3200,128
下塘西路,越秀,麓景,2室1厅,南/北,17.5,2800,160
广信华景大厦,越秀,五羊新城,2室2厅,东北,38.5,5400,140
红林物业,,,1室1厅,,22.5,3980,176
农林下路,越秀,东山口,2室1厅,南/北,54.0,7000,129
东山雅筑,越秀,东风东,3室1厅,东,75.0,15000,200
红林物业,,,1室1厅,,22.5,2580,114
绿地时代云都汇,白云,黄石,2室1厅,南,26.0,3500,134
红林物业,,,1室1厅,,22.5,3000,133
城西花园,白云,金沙洲,3室1厅,东南,46.5,3600,77
红林物业,,,1室1厅,,22.5,3000,133
金碧新城,白云,石井,2室2厅,东北,32.5,3500,107
方圆白云时光,白云,黄石,1室0厅,北,42.5,3000,70
三季云城SOHO,白云,黄石,1室1厅,北,21.0,1100,52
云山居,白云,元下田,2室2厅,西南,40.0,2000,50
红林物业,,,1室1厅,,22.5,2580,114
御鹿华轩,白云,景泰,3室2厅,东南,53.0,4600,86
红林物业,,,1室1厅,,22.5,3000,133
富力城北区,白云,夏茅,2室1厅,北,40.0,3200,80
